schema_version	candidate_id	gene	priority_tier	mapping_status	tier1_grade	magma_tested_traits	magma_significant_traits	magma_min_p	qtl_routes	qtl_signal_routes	qtl_exact_routes	qtl_scope_status	valid_coloc_routes	final_gene_level_grade	gene_level_support_basis	interpretation_note
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0208	TMEM160	P3	mapped_by_symbol	weak	4	0	0.08594	0	0	0	not_run_preregistered_P3_stop	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0209	TNIK	P3	mapped_by_symbol	none_found	4	0	0.09755	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0210	TPI1	P2	mapped_by_symbol	none_found	4	0	0.40499	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0211	TRERF1	P2	mapped_by_symbol	none_found	4	0	0.042629	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0212	TRIR	P3	mapped_by_symbol	none_found	4	0	0.1001	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0213	TTC8	P2	mapped_by_symbol	none_found	4	0	0.10773	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0214	TTF1	P3	mapped_by_symbol	none_found	4	0	0.11244	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0215	TUBA1A	P2	mapped_by_symbol	none_found	4	0	0.13038	4	2	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0216	TUBB2B	P2	mapped_by_symbol	none_found	4	0	0.16535	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0217	TXNDC9	P3	mapped_by_symbol	none_found	4	0	0.044345	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0218	UBB	P2	mapped_by_symbol	none_found	4	0	0.57426	4	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0219	UBC	P2	mapped_by_symbol	weak	4	0	0.17366	4	2	2	assessed_P1_P2	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0220	ULK2	P3	mapped_by_symbol	none_found	4	0	0.066158	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0221	USP39	P3	mapped_by_symbol	none_found	4	0	0.050493	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0222	VPS37A	P3	mapped_by_symbol	none_found	4	0	0.024817	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0223	WDR6	P2	mapped_by_symbol	none_found	4	0	0.25092	2	1	1	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0224	WDR82	P2	mapped_by_symbol	none_found	4	0	0.39164	8	4	4	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0225	ZNF254	P3	mapped_by_symbol	none_found	4	0	0.050545	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0226	ZNF280D	P2	mapped_by_symbol	none_found	4	0	0.039141	4	4	2	assessed_P1_P2	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0227	ZNF428	P2	mapped_by_symbol	weak	4	0	0.13075	2	1	1	assessed_P1_P2	0	weak	tier1_public_summary	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
phase19b_sex_apoe_kda_combo_v2_final_evidence	GS19B0228	ZNF738	P3	mapped_by_symbol	none_found	4	0	0.0029624	0	0	0	not_run_preregistered_P3_stop	0	none_found	none_found	QTL signal alone is annotation; no route had the complete compatible model inputs required for H0-H4 colocalization
