schema_version	rds_id	canonical_symbol	symbol_hgnc_current	reference_class	hgnc_id	ensembl_id_stable	chromosome	gene_type	sub_mito_localization	mapped_feature	measured	test_eligible
mitochondrial_reference_inventory_v1	excitatory_set3	PNPO	PNPO	core_mito_protein	HGNC:30260	ENSG00000108439	chr17	protein_coding	Matrix	PNPO	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PNPT1	PNPT1	core_mito_protein	HGNC:23166	ENSG00000138035	chr2	protein_coding	Matrix|IMS	PNPT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLB	POLB	core_mito_protein	HGNC:9174	ENSG00000070501	chr8	protein_coding	Matrix	POLB	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLDIP2	POLDIP2	core_mito_protein	HGNC:23781	ENSG00000004142	chr17	protein_coding	Matrix	POLD4;POLDIP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLG	POLG	core_mito_protein	HGNC:9179	ENSG00000140521	chr15	protein_coding	Matrix	MDP1;POLG	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLG2	POLG2	core_mito_protein	HGNC:9180	ENSG00000256525	chr17	protein_coding	Matrix	POLG2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLQ	POLQ	core_mito_protein	HGNC:9186	ENSG00000051341	chr3	protein_coding	Matrix	POLQ	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	POLRMT	POLRMT	core_mito_protein	HGNC:9200	ENSG00000099821	chr19	protein_coding	Matrix	POLRMT	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PPA2	PPA2	core_mito_protein	HGNC:28883	ENSG00000138777	chr4	protein_coding	Matrix	PPA2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PPIF	PPIF	core_mito_protein	HGNC:9259	ENSG00000108179	chr10	protein_coding	Matrix	PPIF	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PPM1K	PPM1K	core_mito_protein	HGNC:25415	ENSG00000163644	chr4	protein_coding	Matrix	PPM1K	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PPOX	PPOX	core_mito_protein	HGNC:9280	ENSG00000143224	chr1	protein_coding	MIM	PPOX	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PPTC7	PPTC7	core_mito_protein	HGNC:30695	ENSG00000196850	chr12	protein_coding	Matrix	PPTC7	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRDX2	PRDX2	core_mito_protein	HGNC:9353	ENSG00000167815	chr19	protein_coding	unknown	PRDX2	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	PRDX3	PRDX3	core_mito_protein	HGNC:9354	ENSG00000165672	chr10	protein_coding	Matrix	PRDX3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRDX4	PRDX4	core_mito_protein	HGNC:17169	ENSG00000123131	chrX	protein_coding	IMS	PRDX4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRDX5	PRDX5	core_mito_protein	HGNC:9355	ENSG00000126432	chr11	protein_coding	Matrix	PRDX5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRDX6	PRDX6	core_mito_protein	HGNC:16753	ENSG00000117592	chr1	protein_coding	unknown	PRDX6;PRX	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRELID1	PRELID1	core_mito_protein	HGNC:30255	ENSG00000169230	chr5	protein_coding	IMS	PRELID1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRELID2	PRELID2	core_mito_protein	HGNC:28306	ENSG00000186314	chr5	protein_coding	IMS	PRELID2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRELID3A	PRELID3A	core_mito_protein	HGNC:24639	ENSG00000141391	chr18	protein_coding	IMS	PRELID3A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRELID3B	PRELID3B	core_mito_protein	HGNC:15892	ENSG00000101166	chr20	protein_coding	IMS	PRELID3B	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PREPL	PREPL	core_mito_protein	HGNC:30228	ENSG00000138078	chr2	protein_coding	Matrix	PREPL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRIMPOL	PRIMPOL	core_mito_protein	HGNC:26575	ENSG00000164306	chr4	protein_coding	Matrix	PRIMPOL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRKACA	PRKACA	core_mito_protein	HGNC:9380	ENSG00000072062	chr19	protein_coding	MIM	PRKACA	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRKN	PRKN	core_mito_protein	HGNC:8607	ENSG00000185345	chr6	protein_coding	MOM	PRKN	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRODH	PRODH	core_mito_protein	HGNC:9453	ENSG00000100033	chr22	protein_coding	MIM	PRODH	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRODH2	PRODH2	core_mito_protein	HGNC:17325	ENSG00000250799	chr19	protein_coding	MIM	PRODH2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRORP	PRORP	core_mito_protein	HGNC:19958	ENSG00000100890	chr14	protein_coding	Matrix	KIAA0391	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRSS35	PRSS35	core_mito_protein	HGNC:21387	ENSG00000146250	chr6	protein_coding	unknown	PRSS35	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PRXL2A	PRXL2A	core_mito_protein	HGNC:28651	ENSG00000122378	chr10	protein_coding	Membrane	FAM213A	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTCD1	PTCD1	core_mito_protein	HGNC:22198	ENSG00000106246	chr7	protein_coding	Matrix	PTCD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTCD2	PTCD2	core_mito_protein	HGNC:25734	ENSG00000049883	chr5	protein_coding	Matrix	PTCD2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTCD3	PTCD3	core_mito_protein	HGNC:24717	ENSG00000132300	chr2	protein_coding	Matrix	PTCD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTGES2	PTGES2	core_mito_protein	HGNC:17822	ENSG00000148334	chr9	protein_coding	MIM	GBF1;PTGES2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTPMT1	PTPMT1	core_mito_protein	HGNC:26965	ENSG00000110536	chr11	protein_coding	MIM	DUSP23;PTPMT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTRH1	PTRH1	core_mito_protein	HGNC:27039	ENSG00000187024	chr9	protein_coding	Matrix	PTRH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PTRH2	PTRH2	core_mito_protein	HGNC:24265	ENSG00000141378	chr17	protein_coding	MOM	PTH;PTH2;PTRH2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PUS1	PUS1	core_mito_protein	HGNC:15508	ENSG00000177192	chr12	protein_coding	Matrix	PUS1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PUSL1	PUSL1	core_mito_protein	HGNC:26914	ENSG00000169972	chr1	protein_coding	Matrix	PUSL1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PXMP2	PXMP2	core_mito_protein	HGNC:9716	ENSG00000176894	chr12	protein_coding	MIM	PMP22;PXMP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PXMP4	PXMP4	core_mito_protein	HGNC:15920	ENSG00000101417	chr20	protein_coding	unknown	PXMP4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PYCR1	PYCR1	core_mito_protein	HGNC:9721	ENSG00000183010	chr17	protein_coding	Matrix	PYCR1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PYCR2	PYCR2	core_mito_protein	HGNC:30262	ENSG00000143811	chr1	protein_coding	Matrix	PYCR2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	PYURF	PYURF	core_mito_protein	HGNC:44317	ENSG00000145337	chr4	protein_coding	unknown	PYURF	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	QDPR	QDPR	core_mito_protein	HGNC:9752	ENSG00000151552	chr4	protein_coding	Matrix	QDPR	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	QRSL1	QRSL1	core_mito_protein	HGNC:21020	ENSG00000130348	chr6	protein_coding	Matrix	QRSL1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	QTRT1	QTRT1	core_mito_protein	HGNC:23797	ENSG00000213339	chr19	protein_coding	Matrix	QTRT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RAB24	RAB24	core_mito_protein	HGNC:9765	ENSG00000169228	chr5	protein_coding	MOM	RAB24	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RAB5IF	RAB5IF	core_mito_protein	HGNC:15870	ENSG00000101084	chr20	protein_coding	MIM	RAB5IF	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RARS2	RARS2	core_mito_protein	HGNC:21406	ENSG00000146282	chr6	protein_coding	Matrix	RARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RBFA	RBFA	core_mito_protein	HGNC:26120	ENSG00000101546	chr18	protein_coding	Matrix	RBFA	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	RCC1L	RCC1L	core_mito_protein	HGNC:14948	ENSG00000274523	chr7	protein_coding	Matrix	RCC1L	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RDH13	RDH13	core_mito_protein	HGNC:19978	ENSG00000160439	chr19	protein_coding	MIM	RDH13	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RDH14	RDH14	core_mito_protein	HGNC:19979	ENSG00000240857	chr2	protein_coding	Membrane	PAN2;RDH14	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RECQL4	RECQL4	core_mito_protein	HGNC:9949	ENSG00000160957	chr8	protein_coding	Matrix	RECQL4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	REXO2	REXO2	core_mito_protein	HGNC:17851	ENSG00000076043	chr11	protein_coding	Matrix	REXO2;SFN	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RFK	RFK	core_mito_protein	HGNC:30324	ENSG00000135002	chr9	protein_coding	Matrix	RFK	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RHOT1	RHOT1	core_mito_protein	HGNC:21168	ENSG00000126858	chr17	protein_coding	MOM	RHOT1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RHOT2	RHOT2	core_mito_protein	HGNC:21169	ENSG00000140983	chr16	protein_coding	MOM	RHOT2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RIDA	RIDA	core_mito_protein	HGNC:16897	ENSG00000132541	chr8	protein_coding	Matrix	RIDA	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RMDN1	RMDN1	core_mito_protein	HGNC:24285	ENSG00000176623	chr8	protein_coding	MOM	RMDN1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RMDN3	RMDN3	core_mito_protein	HGNC:25550	ENSG00000137824	chr15	protein_coding	MOM	RMDN3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RMND1	RMND1	core_mito_protein	HGNC:21176	ENSG00000155906	chr6	protein_coding	MIM	RMND1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RNASEH1	RNASEH1	core_mito_protein	HGNC:18466	ENSG00000171865	chr2	protein_coding	Matrix	RNASEH1;RNH1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	ROMO1	ROMO1	core_mito_protein	HGNC:16185	ENSG00000125995	chr20	protein_coding	MIM	ROMO1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RP11_469A15.2	NA	core_mito_protein	NA	NA	NA	NA	MIM	NA	FALSE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	RPIA	RPIA	core_mito_protein	HGNC:10297	ENSG00000153574	chr2	protein_coding	Matrix	RPIA	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RPUSD3	RPUSD3	core_mito_protein	HGNC:28437	ENSG00000156990	chr3	protein_coding	Matrix	RPUSD3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RPUSD4	RPUSD4	core_mito_protein	HGNC:25898	ENSG00000165526	chr11	protein_coding	Matrix	RPUSD4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RSAD1	RSAD1	core_mito_protein	HGNC:25634	ENSG00000136444	chr17	protein_coding	MIM	RSAD1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	RTL10	RTL10	core_mito_protein	HGNC:26112	ENSG00000215012	chr22	protein_coding	MOM	RTL10	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	RTN4IP1	RTN4IP1	core_mito_protein	HGNC:18647	ENSG00000130347	chr6	protein_coding	Matrix	RTN4IP1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SAMM50	SAMM50	core_mito_protein	HGNC:24276	ENSG00000100347	chr22	protein_coding	MOM	SAMM50	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SARDH	SARDH	core_mito_protein	HGNC:10536	ENSG00000123453	chr9	protein_coding	Matrix	SARDH	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SARS2	SARS2	core_mito_protein	HGNC:17697	ENSG00000104835	chr19	protein_coding	Matrix	SARS;SARS2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SCO1	SCO1	core_mito_protein	HGNC:10603	ENSG00000133028	chr17	protein_coding	MIM	SCO1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SCO2	SCO2	core_mito_protein	HGNC:10604	ENSG00000284194	chr22	protein_coding	MIM	SCO2;TYMP	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SCP2	SCP2	core_mito_protein	HGNC:10606	ENSG00000116171	chr1	protein_coding	MIM	SCP2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHA	SDHA	core_mito_protein	HGNC:10680	ENSG00000073578	chr5	protein_coding	MIM	SDHA	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHAF1	SDHAF1	core_mito_protein	HGNC:33867	ENSG00000205138	chr19	protein_coding	Matrix	SDHAF1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHAF2	SDHAF2	core_mito_protein	HGNC:26034	ENSG00000167985	chr11	protein_coding	Matrix	SDHAF2	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHAF3	SDHAF3	core_mito_protein	HGNC:21752	ENSG00000196636	chr7	protein_coding	Matrix	SDHAF3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHAF4	SDHAF4	core_mito_protein	HGNC:20957	ENSG00000154079	chr6	protein_coding	Matrix	SDHAF4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHB	SDHB	core_mito_protein	HGNC:10681	ENSG00000117118	chr1	protein_coding	MIM	SDHB	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHC	SDHC	core_mito_protein	HGNC:10682	ENSG00000143252	chr1	protein_coding	MIM	SDHC	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDHD	SDHD	core_mito_protein	HGNC:10683	ENSG00000204370	chr11	protein_coding	MIM	SDHD	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDR39U1	SDR39U1	core_mito_protein	HGNC:20275	ENSG00000100445	chr14	protein_coding	unknown	SDR39U1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SDSL	SDSL	core_mito_protein	HGNC:30404	ENSG00000139410	chr12	protein_coding	unknown	SDSL	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SELENOO	SELENOO	core_mito_protein	HGNC:30395	ENSG00000073169	chr22	protein_coding	Matrix	SELENOO	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SEPTIN4	SEPTIN4	core_mito_protein	HGNC:9165	ENSG00000108387	chr17	protein_coding	MOM	C17orf47;SEPT4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SERAC1	SERAC1	core_mito_protein	HGNC:21061	ENSG00000122335	chr6	protein_coding	MOM	SERAC1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SERHL2	SERHL2	core_mito_protein	HGNC:29446	ENSG00000183569	chr22	protein_coding	unknown	SERHL2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SETD9	SETD9	core_mito_protein	HGNC:28508	ENSG00000155542	chr5	protein_coding	Matrix	SETD9	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SFXN1	SFXN1	core_mito_protein	HGNC:16085	ENSG00000164466	chr5	protein_coding	MIM	SFXN1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SFXN2	SFXN2	core_mito_protein	HGNC:16086	ENSG00000156398	chr10	protein_coding	MIM	SFXN2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SFXN3	SFXN3	core_mito_protein	HGNC:16087	ENSG00000107819	chr10	protein_coding	MIM	SFXN3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SFXN4	SFXN4	core_mito_protein	HGNC:16088	ENSG00000183605	chr10	protein_coding	MIM	SFXN4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SFXN5	SFXN5	core_mito_protein	HGNC:16073	ENSG00000144040	chr2	protein_coding	MIM	SFXN5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SHMT2	SHMT2	core_mito_protein	HGNC:10852	ENSG00000182199	chr12	protein_coding	Matrix	SHMT2	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SIRT3	SIRT3	core_mito_protein	HGNC:14931	ENSG00000142082	chr11	protein_coding	Matrix	SIRT3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SIRT4	SIRT4	core_mito_protein	HGNC:14932	ENSG00000089163	chr12	protein_coding	Matrix	SIRT4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SIRT5	SIRT5	core_mito_protein	HGNC:14933	ENSG00000124523	chr6	protein_coding	Matrix	SIRT5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A1	SLC25A1	core_mito_protein	HGNC:10979	ENSG00000100075	chr22	protein_coding	MIM	SLC25A1	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A10	SLC25A10	core_mito_protein	HGNC:10980	ENSG00000183048	chr17	protein_coding	MIM	SLC25A10	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A11	SLC25A11	core_mito_protein	HGNC:10981	ENSG00000108528	chr17	protein_coding	MIM	SLC25A11	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A12	SLC25A12	core_mito_protein	HGNC:10982	ENSG00000115840	chr2	protein_coding	MIM	SLC25A12	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A13	SLC25A13	core_mito_protein	HGNC:10983	ENSG00000004864	chr7	protein_coding	MIM	SLC25A13	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A14	SLC25A14	core_mito_protein	HGNC:10984	ENSG00000102078	chrX	protein_coding	MIM	SLC25A14	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A15	SLC25A15	core_mito_protein	HGNC:10985	ENSG00000102743	chr13	protein_coding	MIM	ORC1;SLC25A15	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A16	SLC25A16	core_mito_protein	HGNC:10986	ENSG00000122912	chr10	protein_coding	MIM	GDA;SLC25A16	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A18	SLC25A18	core_mito_protein	HGNC:10988	ENSG00000182902	chr22	protein_coding	MIM	SLC25A18	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A19	SLC25A19	core_mito_protein	HGNC:14409	ENSG00000125454	chr17	protein_coding	MIM	SLC25A19	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A20	SLC25A20	core_mito_protein	HGNC:1421	ENSG00000178537	chr3	protein_coding	MIM	SLC25A20	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A21	SLC25A21	core_mito_protein	HGNC:14411	ENSG00000183032	chr14	protein_coding	MIM	ODC1;SLC25A21	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A22	SLC25A22	core_mito_protein	HGNC:19954	ENSG00000177542	chr11	protein_coding	MIM	SLC25A22	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A23	SLC25A23	core_mito_protein	HGNC:19375	ENSG00000125648	chr19	protein_coding	MIM	APC2;SLC25A23	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A24	SLC25A24	core_mito_protein	HGNC:20662	ENSG00000085491	chr1	protein_coding	MIM	SLC25A24	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A25	SLC25A25	core_mito_protein	HGNC:20663	ENSG00000148339	chr9	protein_coding	MIM	SLC25A25	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A26	SLC25A26	core_mito_protein	HGNC:20661	ENSG00000144741	chr3	protein_coding	MIM	SLC25A26	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A27	SLC25A27	core_mito_protein	HGNC:21065	ENSG00000153291	chr6	protein_coding	MIM	SLC25A27	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A28	SLC25A28	core_mito_protein	HGNC:23472	ENSG00000155287	chr10	protein_coding	MIM	SLC25A28	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A29	SLC25A29	core_mito_protein	HGNC:20116	ENSG00000197119	chr14	protein_coding	MIM	SLC25A29	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A3	SLC25A3	core_mito_protein	HGNC:10989	ENSG00000075415	chr12	protein_coding	MIM	SLC25A3	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A30	SLC25A30	core_mito_protein	HGNC:27371	ENSG00000174032	chr13	protein_coding	MIM	SLC25A30	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A31	SLC25A31	core_mito_protein	HGNC:25319	ENSG00000151475	chr4	protein_coding	MIM	SLC25A31	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A32	SLC25A32	core_mito_protein	HGNC:29683	ENSG00000164933	chr8	protein_coding	MIM	SLC25A32	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A33	SLC25A33	core_mito_protein	HGNC:29681	ENSG00000171612	chr1	protein_coding	MIM	SLC25A33	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A34	SLC25A34	core_mito_protein	HGNC:27653	ENSG00000162461	chr1	protein_coding	MIM	SLC25A34	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A35	SLC25A35	core_mito_protein	HGNC:31921	ENSG00000125434	chr17	protein_coding	MIM	SLC25A35	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A36	SLC25A36	core_mito_protein	HGNC:25554	ENSG00000114120	chr3	protein_coding	MIM	SLC25A36	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A37	SLC25A37	core_mito_protein	HGNC:29786	ENSG00000147454	chr8	protein_coding	MIM	MSC;SLC25A37	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A38	SLC25A38	core_mito_protein	HGNC:26054	ENSG00000144659	chr3	protein_coding	MIM	SLC25A38	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A39	SLC25A39	core_mito_protein	HGNC:24279	ENSG00000013306	chr17	protein_coding	MIM	SLC25A39	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A4	SLC25A4	core_mito_protein	HGNC:10990	ENSG00000151729	chr4	protein_coding	MIM	SLC25A4	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A40	SLC25A40	core_mito_protein	HGNC:29680	ENSG00000075303	chr7	protein_coding	MIM	SLC25A40	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A41	SLC25A41	core_mito_protein	HGNC:28533	ENSG00000181240	chr19	protein_coding	MIM	SLC25A41	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A42	SLC25A42	core_mito_protein	HGNC:28380	ENSG00000181035	chr19	protein_coding	MIM	SLC25A42	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A43	SLC25A43	core_mito_protein	HGNC:30557	ENSG00000077713	chrX	protein_coding	MIM	SLC25A43	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A44	SLC25A44	core_mito_protein	HGNC:29036	ENSG00000160785	chr1	protein_coding	MIM	SLC25A44	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A45	SLC25A45	core_mito_protein	HGNC:27442	ENSG00000162241	chr11	protein_coding	MIM	SLC25A45	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A46	SLC25A46	core_mito_protein	HGNC:25198	ENSG00000164209	chr5	protein_coding	MOM	SLC25A46	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A47	SLC25A47	core_mito_protein	HGNC:20115	ENSG00000140107	chr14	protein_coding	MIM	SLC25A47	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A48	SLC25A48	core_mito_protein	HGNC:30451	ENSG00000145832	chr5	protein_coding	MIM	SLC25A48	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A5	SLC25A5	core_mito_protein	HGNC:10991	ENSG00000005022	chrX	protein_coding	MIM	SLC25A5	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A51	SLC25A51	core_mito_protein	HGNC:23323	ENSG00000122696	chr9	protein_coding	MIM	SLC25A51	TRUE	FALSE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A52	SLC25A52	core_mito_protein	HGNC:23324	ENSG00000141437	chr18	protein_coding	MIM	SLC25A52	TRUE	TRUE
mitochondrial_reference_inventory_v1	excitatory_set3	SLC25A53	SLC25A53	core_mito_protein	HGNC:31894	ENSG00000269743	chrX	protein_coding	MIM	SLC25A53	TRUE	TRUE
