schema_version	trait	gene	ensembl_gene_id	chromosome	window_start	window_end	variant_rows	regional_min_p	regional_lead_variant	genome_wide_significant	priority_tier
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STAT3	ENSG00000168610	17	41313324	43388540	13003	3.947e-05	rs4796663	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STMN1	ENSG00000117632	1	24884181	26906991	13978	0.0001209	rs747591075	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STRADB	ENSG00000082146	2	200387858	202480846	13053	8.318e-05	rs36057115	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STUB1	ENSG00000103266	16	0	1682870	17044	6.647e-05	rs9930550	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	STXBP5	ENSG00000164506	6	146204180	148391010	16369	0.0002177	rs75102150	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	SYN1	ENSG00000008056	X	46571901	48619857	0	NA		False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TAF12	ENSG00000120656	1	27587829	29648291	14474	4.717e-05	rs148341949	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TARBP1	ENSG00000059588	1	233391313	235479179	17075	0.0001367	rs186909154	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TBRG1	ENSG00000154144	11	123622836	125635926	16560	8.18e-05	rs7102309	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TCEAL2	ENSG00000184905	X	101125679	103140426	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TCEAL5	ENSG00000204065	X	102273691	104276750	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TCEAL7	ENSG00000182916	X	102330229	104332326	0	NA		False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TCP1	ENSG00000120438	6	158778498	160789703	16793	0.0001127	rs4252129	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	THY1	ENSG00000154096	11	118415476	120424985	15107	2.575e-05	rs536511953	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TM2D2	ENSG00000169490	8	37988808	39996824	11804	0.0009476	rs138180989	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TM7SF3	ENSG00000064115	12	25971579	28014434	15285	1.564e-05	rs148040245	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMBIM1	ENSG00000135926	2	217274197	219292586	13948	6.451e-05	rs186337382	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM130	ENSG00000166448	7	97846488	99870771	13862	3.678e-05	rs17342647	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM138	ENSG00000149483	11	60361964	62377890	14573	0.0004548	rs758701093	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM147	ENSG00000105677	19	34545600	36547526	15237	3.932e-05	rs897764	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM160	ENSG00000130748	19	46045909	48048624	15150	1.361e-06	rs549085185	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM179B	ENSG00000185475	11	61787402	63790400	14747	8.335e-06	rs679365	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM259	ENSG00000182087	19	9648	2021179	17839	4.089e-30	rs12151021	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TMEM59L	ENSG00000105696	19	17607430	19621039	15182	5.74e-05	rs10420291	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TOPORS	ENSG00000197579	9	31540544	33552586	17104	7.206e-08	rs149362153	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TPCN1	ENSG00000186815	12	112221050	114298585	15011	2.54e-06	rs6489896	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TPI1	ENSG00000111669	12	5867119	7870948	15470	9.961e-07	rs3919533	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TPP2	ENSG00000134900	13	101596958	103679958	17489	0.0001461	rs7328314	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TPST1	ENSG00000169902	7	65205317	67420543	15748	0.0001208	rs568600280	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TRAF3	ENSG00000131323	14	101777449	103911500	15890	8.646e-05	rs28483843	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TRIR	ENSG00000123144	19	11730640	13734684	14620	7.663e-06	rs142927801	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TRPM7	ENSG00000092439	15	49552473	51686797	14440	5.117e-10	rs138799625	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TSC22D3	ENSG00000157514	X	106713221	108777342	0	NA		False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TTC8	ENSG00000165533	14	87824153	89881078	15297	0.0006204	rs185306619	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TTF1	ENSG00000125482	9	131375548	133406851	16663	0.000306	rs80128971	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TUBA1A	ENSG00000167552	12	48184686	50189080	12542	9.682e-05	rs373802619	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TUBB2B	ENSG00000137285	6	2223324	4231730	17433	3.656e-06	rs316349	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TXNDC9	ENSG00000115514	2	98318982	100340702	13040	0.000111	rs549768769	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	TYROBP	ENSG00000011600	19	34904401	36908295	14639	3.932e-05	rs897764	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	UBB	ENSG00000170315	17	15380798	17382745	14005	0.0001267	rs369483669	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	UBC	ENSG00000150991	12	123911604	125917368	17198	2.309e-06	rs78850541	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	UBL4A	ENSG00000102178	X	153483717	155486615	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	UBXN1	ENSG00000162191	11	61676498	63679117	14906	8.335e-06	rs679365	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ULK2	ENSG00000083290	17	18770829	20867936	11429	0.000281	rs80212717	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	UPRT	ENSG00000094841	X	74156388	76304885	0	NA		False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	USP39	ENSG00000168883	2	84602856	86649283	15079	0.0001925	rs566711235	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	VAT1	ENSG00000108828	17	42014607	44025123	12318	3.947e-05	rs4796663	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	VEGFA	ENSG00000112715	6	42770184	44786487	14929	5.867e-06	rs560565728	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	VPS28	ENSG00000160948	8	143423601	145428563	11583	2.934e-12	rs34173062	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	VPS35L	ENSG00000103544	16	18555240	20706793	14272	1.272e-05	rs72769543	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	VPS37A	ENSG00000155975	8	16246931	18302427	23274	9.574e-06	rs3862099	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDFY3	ENSG00000163625	4	83668765	85966690	16144	5.867e-05	rs74382487	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDR31	ENSG00000148225	9	112313222	114340298	15332	7.2e-05	rs7875752	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDR37	ENSG00000047056	10	49538	2160991	19306	0.000867	rs7082717	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDR45B	ENSG00000141580	17	81614562	83648553	14373	0.0001176	rs780383039	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDR6	ENSG00000178252	3	48007062	50015953	10064	0.0001868	rs143815076	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	WDR82	ENSG00000164091	3	51254434	53288020	12426	0.0001376	rs765968246	False	P1
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	YWHAH	ENSG00000128245	22	30944522	32957603	17374	1.959e-05	rs8142121	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZC2HC1A	ENSG00000104427	8	77666050	79719765	15480	0.0001949	rs1858217	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZER1	ENSG00000160445	9	127729786	129772414	14527	0.0003028	rs17440125	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZFYVE27	ENSG00000155256	10	96737121	98760907	15516	2.028e-05	rs147732362	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF251	ENSG00000198169	8	143720907	145756417	8937	2.934e-12	rs34173062	True	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF280D	ENSG00000137871	15	55630176	57734086	17147	0.0001299	rs149142006	False	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF428	ENSG00000131116	19	42607224	44619629	17444	7.268e-18	rs80257887	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF438	ENSG00000183621	10	29820207	32031937	18223	0.000132	rs138704056	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF516	ENSG00000101493	18	75357682	77495242	20250	8.486e-05	rs185412922	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF652	ENSG00000198740	17	48289206	50362473	14309	5.379e-13	rs616338	True	P2
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF675	ENSG00000197372	19	22525631	24687220	16999	8.335e-05	rs559688619	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNF738	ENSG00000172687	19	20358930	22388582	19418	0.0001336	rs35561102	False	P3
phase19b_simple_aggr_v1_regional	clinical_ad_bellenguez2022	ZNHIT6	ENSG00000117174	1	84649417	86708433	16699	0.0001575	rs1575178	False	P3
