schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0020	BAIAP2L1	P2	csf_ptau181	GCST90726398	ENSG00000006453	7	98291650	98401090	7	97920963.0	98030380.0	231.0	-0.22479	0.58893	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0021	BCL6	P2	csf_ptau181	GCST90726398	ENSG00000113916	3	187721377	187745725	3	187439165.0	187463515.0	65.0	1.4103	0.079221	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0022	BEX1	P2	csf_ptau181	GCST90726398	ENSG00000133169	X	103062651	103064171	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0023	BEX3	P2	csf_ptau181	GCST90726398	ENSG00000166681	X	103376395	103378164	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0024	BEX4	P3	csf_ptau181	GCST90726398	ENSG00000102409	X	103215108	103217246	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0025	BEX5	P2	csf_ptau181	GCST90726398	ENSG00000184515	X	102153708	102155977	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0026	BMPR2	P2	csf_ptau181	GCST90726398	ENSG00000204217	2	202376327	202567751	2	203241659.0	203432474.0	283.0	0.58507	0.27925	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0027	BRD1	P3	csf_ptau181	GCST90726398	ENSG00000100425	22	49773283	49827873	22	50166931.0	50221160.0	129.0	-0.9648	0.83268	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0028	BRK1	P3	csf_ptau181	GCST90726398	ENSG00000254999	3	10115675	10127190	3	10157276.0	10168874.0	42.0	0.92229	0.17819	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0029	BTF3	P2	csf_ptau181	GCST90726398	ENSG00000145741	5	73498408	73505667	5	72794233.0	72801460.0	16.0	0.22691	0.41025	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0030	C11orf68	P3	csf_ptau181	GCST90726398	ENSG00000175573	11	65916810	65919062	11	65684279.0	65686588.0	5.0	-0.20253	0.58025	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0031	CADM1	P2	csf_ptau181	GCST90726398	ENSG00000182985	11	115169218	115504957	11	115039938.0	115375675.0	506.0	2.3166	0.010263	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0032	CAMK2N2	P2	csf_ptau181	GCST90726398	ENSG00000163888	3	184259213	184261553	3	183977001.0	183979251.0	4.0	-1.0625	0.85599	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0033	CARNS1	P3	csf_ptau181	GCST90726398	ENSG00000172508	11	67414968	67425607	11	67182439.0	67193078.0	15.0	-2.6875	0.9964	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0034	CCDC85B	P2	csf_ptau181	GCST90726398	ENSG00000175602	11	65890673	65891635	11	65657875.0	65659105.0	2.0	0.96115	0.16824	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0035	CD81	P3	csf_ptau181	GCST90726398	ENSG00000110651	11	2376177	2397802	11	2397407.0	2418649.0	72.0	0.14129	0.44382	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0036	CEBPD	P2	csf_ptau181	GCST90726398	ENSG00000221869	8	47736913	47738164	8	48649471.0	48651648.0	1.0	0.26917	0.3939	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0037	CEP57	P3	csf_ptau181	GCST90726398	ENSG00000166037	11	95789965	95832693	11	95523129.0	95565857.0	131.0	0.062802	0.47496	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0038	CFL1	P3	csf_ptau181	GCST90726398	ENSG00000172757	11	65823022	65862026	11	65590493.0	65629497.0	63.0	1.1168	0.13205	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0039	CHGA	P3	csf_ptau181	GCST90726398	ENSG00000100604	14	92923150	92935285	14	93389425.0	93401638.0	42.0	0.049682	0.48019	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0040	CHID1	P3	csf_ptau181	GCST90726398	ENSG00000177830	11	867859	915058	11	867357.0	915058.0	98.0	2.106	0.017604	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0041	CHORDC1	P2	csf_ptau181	GCST90726398	ENSG00000110172	11	90200429	90223077	11	89934328.0	89956532.0	62.0	-1.4074	0.92035	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0042	CLVS1	P3	csf_ptau181	GCST90726398	ENSG00000177182	8	61057158	61501645	8	61969717.0	62414204.0	1137.0	-0.018359	0.50732	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0043	CORO6	P3	csf_ptau181	GCST90726398	ENSG00000167549	17	29614756	29622912	17	27941774.0	27949925.0	10.0	0.11876	0.45273	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0044	CRYL1	P3	csf_ptau181	GCST90726398	ENSG00000165475	13	20403666	20525873	13	20977806.0	21099996.0	417.0	1.7039	0.0442	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0045	CTNND2	P3	csf_ptau181	GCST90726398	ENSG00000169862	5	10971836	11904446	5	10971952.0	11904155.0	2380.0	-0.3367	0.63183	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0046	CUTA	P2	csf_ptau181	GCST90726398	ENSG00000112514	6	33416442	33418317	6	33384219.0	33386094.0	3.0	0.68923	0.24534	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0047	DEF8	P2	csf_ptau181	GCST90726398	ENSG00000140995	16	89948697	89968060	16	90014333.0	90034468.0	85.0	1.6683	0.04763	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0048	DNAJB1	P3	csf_ptau181	GCST90726398	ENSG00000132002	19	14514769	14560391	19	14625582.0	14640582.0	22.0	-0.088477	0.53525	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0049	DNMT3A	P3	csf_ptau181	GCST90726398	ENSG00000119772	2	25227855	25342590	2	25455845.0	25565459.0	171.0	-0.4587	0.67678	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0050	DUBR	P3	csf_ptau181	GCST90726398	ENSG00000243701	3	107220744	107348464	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0051	DYNLL1	P2	csf_ptau181	GCST90726398	ENSG00000088986	12	120469850	120498493	12	120907653.0	120936296.0	71.0	0.72351	0.23468	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0052	DYNLT1	P2	csf_ptau181	GCST90726398	ENSG00000146425	6	158636474	158644743	6	159057506.0	159065771.0	14.0	0.42734	0.33457	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0053	DZIP1	P3	csf_ptau181	GCST90726398	ENSG00000134874	13	95578202	95644706	13	96230457.0	96296957.0	67.0	2.2856	0.011138	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0054	EDF1	P2	csf_ptau181	GCST90726398	ENSG00000107223	9	136862119	136866308	9	139756571.0	139760738.0	2.0	0.4853	0.31373	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0055	EIF1	P2	csf_ptau181	GCST90726398	ENSG00000173812	17	41688885	41692668	17	39845137.0	39848920.0	4.0	-1.4535	0.92696	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0056	EIF1B	P3	csf_ptau181	GCST90726398	ENSG00000114784	3	40309707	40312424	3	40351175.0	40353915.0	7.0	0.40259	0.34363	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0057	EIF3K	P3	csf_ptau181	GCST90726398	ENSG00000178982	19	38619082	38636955	19	39109735.0	39127595.0	17.0	2.904	0.0018419	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0058	EIF4A2	P2	csf_ptau181	GCST90726398	ENSG00000156976	3	186783205	186789897	3	186500994.0	186507689.0	15.0	0.64593	0.25916	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0059	ELOB	P3	csf_ptau181	GCST90726398	ENSG00000103363	16	2771414	2777289	16	2821415.0	2827298.0	14.0	0.24885	0.40174	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0060	EPHA7	P3	csf_ptau181	GCST90726398	ENSG00000135333	6	93240020	93419687	6	93949738.0	94129265.0	367.0	-0.26539	0.60464	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0061	ERBIN	P3	csf_ptau181	GCST90726398	ENSG00000112851	5	65883128	66082546	5	65222303.0	65378377.0	147.0	0.14205	0.44352	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0062	ERP29	P3	csf_ptau181	GCST90726398	ENSG00000089248	12	112013348	112023449	12	112451120.0	112461255.0	12.0	1.5904	0.055877	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0063	EVA1C	P2	csf_ptau181	GCST90726398	ENSG00000166979	21	32412006	32515397	21	33784314.0	33887707.0	266.0	-0.94662	0.82808	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0064	EXOC7	P3	csf_ptau181	GCST90726398	ENSG00000182473	17	76081016	76121576	17	74077087.0	74117657.0	114.0	1.5491	0.060674	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0065	FAU	P2	csf_ptau181	GCST90726398	ENSG00000149806	11	65120630	65122177	11	64888100.0	64889945.0	2.0	1.6006	0.05473	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0066	FBF1	P3	csf_ptau181	GCST90726398	ENSG00000188878	17	75909574	75941140	17	73905655.0	73937221.0	40.0	-0.6999	0.75801	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0067	FBXW4	P3	csf_ptau181	GCST90726398	ENSG00000107829	10	101610664	101695295	10	103370423.0	103455052.0	97.0	1.5477	0.06085	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0068	FGFR2	P3	csf_ptau181	GCST90726398	ENSG00000066468	10	121478332	121598458	10	123237848.0	123357972.0	193.0	-1.6748	0.95301	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0069	FN3K	P3	csf_ptau181	GCST90726398	ENSG00000167363	17	82735615	82751196	17	80693451.0	80709073.0	52.0	0.66696	0.2524	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0070	FNDC3B	P3	csf_ptau181	GCST90726398	ENSG00000075420	3	172039578	172401669	3	171757418.0	172119455.0	828.0	1.6122	0.053461	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0071	FTL	P2	csf_ptau181	GCST90726398	ENSG00000087086	19	48965309	48966879	19	49468558.0	49470135.0	1.0	-1.027	0.8478	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0072	GABARAPL2	P2	csf_ptau181	GCST90726398	ENSG00000034713	16	75566375	75577881	16	75600249.0	75611779.0	17.0	0.10481	0.45826	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0073	GABPB2	P3	csf_ptau181	GCST90726398	ENSG00000143458	1	151070578	151125542	1	151043054.0	151098018.0	111.0	-0.80176	0.78866	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0074	GABRA1	P3	csf_ptau181	GCST90726398	ENSG00000022355	5	161847063	161899981	5	161274197.0	161326975.0	113.0	-1.3184	0.90632	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0075	GALNT2	P2	csf_ptau181	GCST90726398	ENSG00000143641	1	230057990	230282122	1	230193536.0	230417870.0	728.0	-0.54093	0.70572	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0076	GAPDH	P2	csf_ptau181	GCST90726398	ENSG00000111640	12	6534512	6538374	12	6643093.0	6647537.0	11.0	-0.55252	0.7097	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0077	GATAD1	P2	csf_ptau181	GCST90726398	ENSG00000157259	7	92447482	92460075	7	92076767.0	92088150.0	11.0	0.57061	0.28413	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0078	GCLM	P3	csf_ptau181	GCST90726398	ENSG00000023909	1	93885199	93909456	1	94350761.0	94374966.0	51.0	1.2252	0.11024	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0079	GGH	P3	csf_ptau181	GCST90726398	ENSG00000137563	8	63014881	63039407	8	63927638.0	63951730.0	88.0	-0.44164	0.67063	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0080	GNG3	P2	csf_ptau181	GCST90726398	ENSG00000162188	11	62707676	62709201	11	62475130.0	62476673.0	2.0	-0.88581	0.81214	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0081	GREB1	P3	csf_ptau181	GCST90726398	ENSG00000196208	2	11482341	11642788	2	11674242.0	11782914.0	293.0	-0.51892	0.69809	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0082	GRINA	P2	csf_ptau181	GCST90726398	ENSG00000178719	8	143990056	143993415	8	145064226.0	145067583.0	3.0	-0.36673	0.64309	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0083	GSTP1	P2	csf_ptau181	GCST90726398	ENSG00000084207	11	67583742	67586656	11	67351066.0	67354131.0	10.0	1.0447	0.14808	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0084	GTF2A1	P3	csf_ptau181	GCST90726398	ENSG00000165417	14	81175452	81221377	14	81641796.0	81687721.0	76.0	0.48915	0.31237	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0085	HOOK2	P3	csf_ptau181	GCST90726398	ENSG00000095066	19	12763003	12872740	19	12873817.0	12983554.0	213.0	-0.60876	0.72866	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0086	HSP90AB1	P2	csf_ptau181	GCST90726398	ENSG00000096384	6	44246166	44253888	6	44214824.0	44221620.0	16.0	-1.3225	0.90699	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0087	HSPA13	P3	csf_ptau181	GCST90726398	ENSG00000155304	21	14371115	14383484	21	15743436.0	15755805.0	42.0	1.0531	0.14615	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0088	HSPA1A	P2	csf_ptau181	GCST90726398	ENSG00000204389	6	31815543	31817946	6	31783291.0	31785723.0	1.0	1.0893	0.138	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0089	HSPH1	P2	csf_ptau181	GCST90726398	ENSG00000120694	13	31134973	31162388	13	31710762.0	31736525.0	47.0	1.372	0.085025	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0090	ID2	P2	csf_ptau181	GCST90726398	ENSG00000115738	2	8678845	8684461	2	8818975.0	8824583.0	12.0	-0.29754	0.61697	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0091	IGF1R	P3	csf_ptau181	GCST90726398	ENSG00000140443	15	98648539	98964530	15	99192200.0	99507759.0	800.0	1.4985	0.067006	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0092	IKZF4	P3	csf_ptau181	GCST90726398	ENSG00000123411	12	56007659	56038435	12	56401443.0	56432219.0	27.0	-0.89129	0.81361	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0093	INTS8	P2	csf_ptau181	GCST90726398	ENSG00000164941	8	94813311	94881746	8	95825539.0	95893974.0	172.0	0.21514	0.41483	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0094	IRAK1BP1	P3	csf_ptau181	GCST90726398	ENSG00000146243	6	78867551	78946440	6	79577189.0	79656157.0	118.0	-0.13841	0.55504	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0095	IRAK2	P3	csf_ptau181	GCST90726398	ENSG00000134070	3	10164919	10243745	3	10206549.0	10285427.0	233.0	-1.1947	0.8839	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0096	JAKMIP3	P3	csf_ptau181	GCST90726398	ENSG00000188385	10	132036336	132184858	10	133918175.0	133998313.0	346.0	0.10997	0.45622	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0097	KATNBL1	P3	csf_ptau181	GCST90726398	ENSG00000134152	15	34140674	34210096	15	34432875.0	34502297.0	208.0	-0.38724	0.65071	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0098	KTN1	P2	csf_ptau181	GCST90726398	ENSG00000126777	14	55559072	55701526	14	56025790.0	56168244.0	347.0	-0.44958	0.6735	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0099	LAGE3	P1	csf_ptau181	GCST90726398	ENSG00000196976	X	154477775	154479281	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0100	LAMTOR5	P2	csf_ptau181	GCST90726398	ENSG00000134248	1	110401249	110407942	1	110943871.0	110950564.0	15.0	0.1036	0.45874	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0101	LAPTM4A	P2	csf_ptau181	GCST90726398	ENSG00000068697	2	20032650	20051628	2	20232411.0	20251789.0	44.0	0.69178	0.24454	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0102	LRP1B	P3	csf_ptau181	GCST90726398	ENSG00000168702	2	140231423	142131016	2	140988992.0	142889270.0	6559.0	0.66802	0.25206	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0103	LUZP2	P2	csf_ptau181	GCST90726398	ENSG00000187398	11	24496970	25082638	11	24518516.0	25104150.0	2208.0	-0.15954	0.56338	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0104	MAGEF1	P2	csf_ptau181	GCST90726398	ENSG00000177383	3	184710364	184712064	3	184428156.0	184429836.0	3.0	-0.70085	0.7583	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0105	MAP1LC3A	P2	csf_ptau181	GCST90726398	ENSG00000101460	20	34546854	34560345	20	33134658.0	33148149.0	19.0	1.8082	0.035289	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0106	MAP1LC3B	P2	csf_ptau181	GCST90726398	ENSG00000140941	16	87383953	87404779	16	87417601.0	87438385.0	61.0	3.3444	0.00041229	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0107	MAPKAPK5-AS1	P2	csf_ptau181	GCST90726398	ENSG00000234608	12	111839758	111842902	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0108	MBNL1	P2	csf_ptau181	GCST90726398	ENSG00000152601	3	152243828	152465780	3	151961617.0	152183569.0	303.0	0.95772	0.1691	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0109	MDH1	P3	csf_ptau181	GCST90726398	ENSG00000014641	2	63588609	63607197	2	63815743.0	63834331.0	27.0	-0.21179	0.58387	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0110	MEIS2	P2	csf_ptau181	GCST90726398	ENSG00000134138	15	36889204	37101299	15	37181406.0	37393504.0	379.0	-0.58862	0.72194	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0111	METTL21A	P2	csf_ptau181	GCST90726398	ENSG00000144401	2	207580631	207625928	2	208445355.0	208490652.0	64.0	0.2328	0.40796	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0112	MIPOL1	P1	csf_ptau181	GCST90726398	ENSG00000151338	14	37197894	37579125	14	37667118.0	38021566.0	575.0	-0.5199	0.69843	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0113	MKLN1	P3	csf_ptau181	GCST90726398	ENSG00000128585	7	131110096	131496632	7	130794855.0	131181395.0	848.0	-0.076198	0.53037	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0114	MOAP1	P2	csf_ptau181	GCST90726398	ENSG00000165943	14	93182199	93184923	14	93648541.0	93651273.0	6.0	1.0138	0.15534	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0115	MSMO1	P2	csf_ptau181	GCST90726398	ENSG00000052802	4	165327667	165343164	4	166248775.0	166264312.0	53.0	0.9786	0.16389	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0116	MT3	P2	csf_ptau181	GCST90726398	ENSG00000087250	16	56589074	56591088	16	56622986.0	56625000.0	4.0	-1.2398	0.89248	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0117	MTSS1	P3	csf_ptau181	GCST90726398	ENSG00000170873	8	124550784	124728473	8	125563031.0	125740730.0	575.0	-1.184	0.88179	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0118	MYO18A	P2	csf_ptau181	GCST90726398	ENSG00000196535	17	29071122	29180398	17	27400528.0	27507430.0	210.0	0.25858	0.39798	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
